Name,Location,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third
Toyota Fortuner 4x2 AT,Delhi,2014,79000,12.55,2982.0,168.5,7.0,37.17,17.75,False,False,False,False,False,False
Renault Duster 110PS Diesel RxZ Plus,Delhi,2012,130000,19.64,1461.0,108.45,5.0,15.05,3.75,False,False,True,False,False,False
Hyundai Santro Xing GLS,Chennai,2010,115000,17.92,1086.0,62.1,5.0,4.55,1.5,False,True,True,False,True,False
Hyundai Verna 1.6 SX VTVT,Pune,2013,41500,17.01,1591.0,121.3,5.0,14.255,5.0,False,True,True,False,True,False
BMW X1 sDrive 20d Exclusive,Pune,2014,54385,15.06,1995.0,177.0,5.0,48.18,17.0,False,False,False,False,True,False
Honda Civic 2006-2010 1.8 V AT,Kochi,2011,56361,12.9,1799.0,130.0,5.0,13.58,4.38,False,True,False,False,False,False
Audi A6 35 TFSI Matrix,Delhi,2018,22000,15.26,1798.0,187.74,5.0,56.97,41.5,False,True,False,False,False,False
Maruti Wagon R LXI BS IV,Kolkata,2017,8000,20.51,998.0,67.04,5.0,5.51,3.0,False,True,True,False,False,False
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2018,28741,24.3,1248.0,88.5,5.0,12.56,11.0,False,False,True,False,False,False
Land Rover Discovery 3 TDV6 Diesel Automatic,Pune,2012,117236,11.8,2720.0,190.0,7.0,120.0,14.0,False,False,False,False,True,False
Maruti Dzire New,Pune,2016,30500,26.59,1248.0,74.0,5.0,8.95,7.65,False,False,False,False,False,False
Hyundai Verna VTVT 1.6 SX,Kolkata,2018,5000,17.0,1591.0,121.3,5.0,11.19,8.7,False,True,True,False,False,False
Maruti Ertiga ZDI Plus,Hyderabad,2016,42000,25.47,1248.0,88.5,7.0,13.33,9.9,False,False,True,False,False,False
Hyundai Accent GLE,Mumbai,2010,32773,13.2,1495.0,94.0,5.0,10.25,2.05,False,True,True,False,False,False
Hyundai i20 1.2 Sportz,Kolkata,2016,19008,17.0,1197.0,80.0,5.0,10.25,5.25,False,True,True,False,False,False
Hyundai Verna VTVT 1.6 SX,Kochi,2012,32542,17.0,1591.0,121.3,5.0,11.67,5.77,False,True,True,False,False,False
Maruti Alto LX,Hyderabad,2010,94753,19.7,796.0,46.3,5.0,4.36,1.95,False,True,True,False,False,False
Mahindra Scorpio VLX,Ahmedabad,2011,70000,12.05,2179.0,120.0,8.0,18.865,7.45,False,False,True,False,True,False
Maruti Wagon R LXI,Delhi,2012,68347,18.9,998.0,67.1,5.0,5.51,2.6,False,True,True,False,False,False
Hyundai i20 1.2 Sportz,Ahmedabad,2011,72000,17.0,1197.0,80.0,5.0,10.25,3.25,False,True,True,False,True,False
Maruti Ritz VDi,Hyderabad,2010,75014,21.1,1248.0,73.9,5.0,7.88,3.85,False,False,True,False,False,False
Renault Koleos 2.0 Diesel,Delhi,2013,65000,13.73,1995.0,148.0,5.0,15.05,7.5,False,False,False,False,True,False
BMW 3 Series 320d,Kochi,2012,55598,22.69,1995.0,190.0,5.0,47.87,11.5,False,False,False,False,False,False
Honda Brio V MT,Pune,2013,50000,19.4,1198.0,86.8,5.0,6.62,3.25,False,True,True,False,False,False
Hyundai Sonata GOLD,Chennai,2003,44200,11.7,1997.0,134.0,5.0,10.25,1.5,False,True,True,False,True,False
Maruti Swift Dzire VDi,Jaipur,2014,65000,19.3,1248.0,73.9,5.0,7.88,5.31,False,False,True,False,False,False
Mahindra XUV500 W8 4WD,Hyderabad,2013,49000,16.0,2179.0,140.0,7.0,18.865,9.0,False,False,True,False,False,False
Hyundai i10 Sportz 1.1L,Kolkata,2016,7200,19.81,1086.0,68.05,5.0,10.25,3.59,False,True,True,False,False,False
Maruti Ciaz ZXi Plus,Kochi,2016,43152,20.73,1373.0,91.1,5.0,11.11,7.35,False,True,True,False,False,False
Toyota Innova 2.5 V Diesel 8-seater,Pune,2013,112000,12.8,2494.0,102.0,8.0,24.01,12.0,False,False,True,False,False,False
Hyundai Grand i10 Sportz,Coimbatore,2017,23540,18.9,1197.0,82.0,5.0,7.45,6.02,False,True,True,False,False,False
Chevrolet Optra Magnum 2.0 LS BSIII,Coimbatore,2008,82160,16.52,1991.0,123.7,5.0,11.3,2.57,False,False,True,False,False,False
Mahindra Ssangyong Rexton RX5,Pune,2013,57000,12.83,2696.0,162.0,7.0,18.865,12.45,False,False,True,False,False,False
Mahindra XUV500 W8 2WD,Coimbatore,2015,39335,15.1,2179.0,140.0,7.0,18.865,12.63,False,False,True,False,False,False
Honda City i VTEC SV,Bangalore,2014,62000,17.4,1497.0,117.3,5.0,13.58,7.75,False,True,True,False,True,False
Ford Ecosport 1.5 DV5 MT Titanium,Delhi,2014,60000,22.7,1498.0,89.84,5.0,11.685,5.5,False,False,True,False,False,False
Hyundai i20 Sportz 1.2,Kolkata,2015,35000,18.6,1197.0,81.83,5.0,10.25,4.43,False,True,True,False,False,False
Mercedes-Benz CLA 200 CDI Sport,Kochi,2016,32345,17.9,2143.0,136.0,5.0,43.07,24.51,False,False,False,False,False,False
Hyundai EON Magna,Ahmedabad,2014,47000,22.0,814.0,55.0,5.0,10.25,2.65,False,True,True,False,False,False
Toyota Etios G Safety,Delhi,2011,36000,17.6,1496.0,88.7,5.0,8.525,3.2,False,True,True,False,False,False
Maruti Swift Dzire Tour LDI,Chennai,2016,75000,23.4,1248.0,74.0,5.0,7.88,4.25,False,False,True,False,False,False
Maruti Alto LXi,Kolkata,2008,38000,19.7,796.0,46.3,5.0,4.36,1.1,False,True,True,False,False,False
Maruti Celerio ZXI,Chennai,2015,57818,23.1,998.0,67.04,5.0,5.87,4.3,False,True,True,False,False,False
Ford Ecosport 1.5 DV5 MT Titanium Optional,Hyderabad,2015,45000,22.7,1498.0,89.84,5.0,11.685,8.9,False,False,True,False,False,False
Nissan Terrano XV 110 PS Limited Edition,Jaipur,2015,75055,19.01,1461.0,108.5,5.0,16.65,6.5,False,False,True,False,False,False
Honda Accord VTi-L AT,Delhi,2009,65462,11.1,2354.0,142.0,5.0,13.58,3.5,False,True,False,False,False,True
Maruti Swift Ldi BSIII,Hyderabad,2008,76206,17.8,1248.0,75.0,5.0,7.88,4.25,False,False,True,False,False,False
Mahindra XUV500 AT W10 FWD,Kochi,2018,25948,16.0,2179.0,140.0,7.0,18.865,16.46,False,False,False,False,False,False
Honda Jazz 1.2 VX i VTEC,Mumbai,2016,28500,18.7,1199.0,88.7,5.0,9.6,5.95,False,True,True,False,False,False
Honda City i VTEC V,Mumbai,2015,28004,17.8,1497.0,117.3,5.0,13.58,7.1,False,True,True,False,False,False
Fiat Grande Punto 1.2 Dynamic,Kolkata,2011,25000,15.7,1172.0,67.0,5.0,9.075,1.25,False,True,True,False,True,False
Maruti Estilo LXI,Kolkata,2010,40000,19.5,1061.0,98.6,4.0,7.88,2.5,False,True,True,False,True,False
Maruti Ertiga ZXI,Pune,2013,82543,16.02,1373.0,93.7,7.0,11.27,5.5,False,True,True,False,False,False
Nissan Micra XL,Chennai,2013,30000,18.44,1198.0,75.0,5.0,9.47,3.25,False,True,True,False,False,False
Honda City 1.5 V MT,Hyderabad,2010,27800,17.0,1497.0,118.0,5.0,13.58,5.0,False,True,True,False,False,False
Toyota Etios VX,Coimbatore,2016,33415,16.78,1496.0,88.73,5.0,8.525,6.58,False,True,True,False,False,False
BMW 3 Series 320d Luxury Line,Mumbai,2013,38000,18.88,1995.0,184.0,5.0,54.43,19.5,False,False,False,False,False,False
Honda Jazz 1.2 SV i VTEC,Kochi,2017,41981,18.7,1199.0,88.7,5.0,9.6,6.14,False,True,True,False,False,False
Maruti Dzire VDI,Jaipur,2013,77084,28.4,1248.0,73.75,5.0,8.75,4.95,False,False,True,False,False,False
Skoda Rapid 1.6 TDI Elegance,Hyderabad,2013,71803,20.5,1598.0,103.5,5.0,14.22,5.75,False,False,True,False,False,False
Mahindra XUV500 W6 2WD,Kolkata,2013,73314,15.1,2179.0,140.0,7.0,18.865,6.6,False,False,True,False,False,False
Hyundai Grand i10 AT Asta,Coimbatore,2015,69053,18.9,1197.0,82.0,5.0,7.45,5.72,False,True,False,False,False,False
Honda City 1.5 V MT,Delhi,2009,79782,17.0,1497.0,118.0,5.0,13.58,2.6,False,True,True,False,True,False
Toyota Innova 2.5 GX 7 STR,Hyderabad,2010,250000,12.8,2494.0,102.0,7.0,24.01,6.5,False,False,True,False,True,False
Mahindra XUV500 W8 2WD,Pune,2011,90000,15.1,2179.0,140.0,7.0,18.865,6.1,False,False,True,False,True,False
Maruti Swift Dzire VDi,Hyderabad,2010,130000,19.3,1248.0,73.9,5.0,7.88,3.85,False,False,True,False,False,False
Volkswagen Vento Petrol Highline,Pune,2013,65000,15.04,1598.0,103.6,5.0,13.23,4.5,False,True,True,False,True,False
Toyota Etios GD,Coimbatore,2013,46496,23.59,1364.0,98.6,5.0,8.525,5.3,False,False,True,False,False,False
Audi A4 2.0 TDI,Bangalore,2013,76000,16.55,1968.0,147.51,5.0,53.14,18.25,False,False,False,False,True,False
Maruti Ertiga LXI,Ahmedabad,2012,28002,16.02,1373.0,93.7,7.0,11.27,5.75,False,True,True,False,False,False
Maruti 800 AC,Jaipur,2010,70000,16.1,796.0,37.0,4.0,7.88,0.9,False,True,True,False,True,False
Honda City 1.5 V MT,Hyderabad,2011,66276,17.0,1497.0,118.0,5.0,13.58,5.5,False,True,True,False,False,False
Maruti Swift Dzire VXI,Kolkata,2014,45000,19.1,1197.0,85.8,5.0,7.88,3.99,False,True,True,False,False,False
Toyota Camry Hybrid,Delhi,2014,67000,19.16,2494.0,158.2,5.0,40.62,18.75,False,True,False,False,False,False
Hyundai Grand i10 CRDi Sportz,Kolkata,2014,43068,24.0,1120.0,70.0,5.0,7.45,3.5,False,False,True,False,False,False
Toyota Innova Crysta 2.8 GX AT 8S,Chennai,2016,40000,11.36,2755.0,171.5,8.0,21.1,16.45,False,False,False,False,False,False
Hyundai i10 Magna,Coimbatore,2011,50436,20.36,1197.0,78.9,5.0,10.25,3.65,False,True,True,False,False,False
Hyundai Grand i10 AT Asta,Bangalore,2014,21000,18.9,1197.0,82.0,5.0,7.45,5.4,False,True,False,False,False,False
Maruti Baleno Alpha Diesel,Mumbai,2018,2000,27.39,1248.0,74.0,5.0,10.28,8.7,False,False,True,False,False,False
Skoda Superb Style 1.8 TSI AT,Mumbai,2016,14500,14.67,1798.0,177.46,5.0,33.36,20.75,False,True,False,False,False,False
Mercedes-Benz New C-Class 220 CDI AT,Hyderabad,2010,68782,14.84,2143.0,170.0,5.0,49.49,12.5,False,False,False,False,False,False
Maruti Ritz VDi,Kolkata,2011,35888,21.1,1248.0,73.9,5.0,7.88,1.89,False,False,True,False,False,False
Maruti Swift Dzire Tour LDI,Kolkata,2015,168205,23.4,1248.0,74.0,5.0,7.88,4.0,False,False,True,False,False,False
Honda Civic 2010-2013 1.8 V MT,Mumbai,2012,47000,14.8,1799.0,130.2,5.0,13.58,3.95,False,True,True,False,False,False
Maruti Ertiga SHVS VDI,Hyderabad,2015,93700,24.52,1248.0,88.5,7.0,11.27,7.85,False,False,True,False,False,False
Hyundai Elantra CRDi SX,Kolkata,2014,45000,22.7,1582.0,126.24,5.0,21.77,7.0,False,False,True,False,False,False
Toyota Fortuner 4x2 AT,Hyderabad,2016,55547,12.55,2982.0,168.5,7.0,37.17,24.99,False,False,False,False,False,False
Volkswagen Polo GT TSI,Delhi,2013,69000,17.21,1197.0,103.6,5.0,10.15,4.5,False,True,False,False,False,False
Skoda Octavia Classic 1.9 TDI MT,Pune,2005,88000,18.7,1896.0,66.0,5.0,25.83,1.25,False,False,True,False,False,True
Volkswagen Polo 1.5 TDI Trendline,Delhi,2014,32400,20.14,1498.0,88.8,5.0,10.15,3.95,False,False,True,False,False,False
Hyundai Santro Xing GL Plus,Pune,2012,79000,17.92,1086.0,62.1,5.0,4.55,1.6,False,True,True,False,True,False
Hyundai Accent GLE,Hyderabad,2004,110000,13.2,1495.0,94.0,5.0,10.25,0.6,False,True,True,False,False,False
Hyundai EON D Lite Plus,Coimbatore,2014,45407,21.1,814.0,55.2,5.0,10.25,3.39,False,True,True,False,True,False
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2011,136490,12.8,2494.0,102.0,7.0,24.01,9.8,False,False,True,False,False,False
Maruti Ignis 1.3 Zeta,Mumbai,2017,19000,26.8,1248.0,74.0,5.0,7.43,5.91,False,False,True,False,False,False
Maruti Ciaz Alpha,Mumbai,2017,19416,21.56,1462.0,103.25,5.0,11.56,8.25,False,True,True,False,False,False
Maruti Swift Dzire VXi,Mumbai,2012,15500,17.5,1298.0,85.8,5.0,7.88,3.75,False,True,True,False,False,False
Honda City i VTEC CVT VX,Hyderabad,2017,12538,18.0,1497.0,117.3,5.0,13.58,12.5,False,True,False,False,False,False
Maruti Swift VDI BSIV W ABS,Bangalore,2015,62588,17.8,1248.0,98.6,5.0,7.88,5.95,False,False,True,False,False,False
Honda Brio S MT,Delhi,2015,44328,19.4,1198.0,86.8,5.0,6.62,3.8,False,True,True,False,False,False
Toyota Etios Liva GD,Delhi,2014,63000,23.59,1364.0,67.04,5.0,8.525,4.35,False,False,True,False,False,False
Volvo XC60 D5,Hyderabad,2015,100000,13.5,2400.0,215.0,5.0,45.67,32.5,False,False,False,False,False,False
Tata Indigo CS eGVX,Kolkata,2015,103000,15.64,1193.0,64.08,5.0,7.63,3.0,False,True,True,False,False,False
Toyota Innova Crysta 2.8 ZX AT,Pune,2016,50296,11.36,2755.0,171.5,7.0,27.07,19.0,False,False,False,False,True,False
Volkswagen Vento Diesel Highline,Pune,2013,95500,20.54,1598.0,103.6,5.0,13.23,5.0,False,False,True,False,False,False
Ford Ecosport 1.5 DV5 MT Titanium,Pune,2014,72100,22.7,1498.0,89.84,5.0,11.685,5.45,False,False,True,False,False,False
Maruti Wagon R VXI,Mumbai,2010,19119,18.9,998.0,67.1,5.0,5.51,2.7,False,True,True,False,False,False
Mercedes-Benz S-Class 320 L,Mumbai,2006,30000,13.0,2987.0,210.0,5.0,171.0,10.75,False,True,True,False,False,False
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,75600,20.14,1498.0,88.8,5.0,10.15,5.8,False,False,True,False,False,False
Tata Indica GLS BS IV,Pune,2007,137000,15.3,1193.0,65.3,5.0,7.63,0.95,False,True,True,False,True,False
Maruti 800 Std BSIII,Jaipur,2002,53500,16.1,796.0,37.0,4.0,7.88,0.63,False,True,True,False,True,False
Jeep Compass 2.0 Longitude,Kochi,2018,26101,17.1,1956.0,170.0,5.0,21.38,17.55,False,False,True,False,False,False
Maruti Alto K10 LXI Optional,Pune,2016,7000,24.07,998.0,67.1,5.0,4.36,3.0,False,True,True,False,False,False
Skoda Octavia Elegance 2.0 TDI AT,Bangalore,2013,50000,19.3,1968.0,141.0,5.0,25.83,15.0,False,False,False,False,False,False
Maruti Swift Dzire VDI Optional,Hyderabad,2016,30000,26.59,1248.0,74.0,5.0,7.88,6.0,False,False,True,False,False,False
Maruti Ciaz VDi Plus SHVS,Mumbai,2016,38151,28.09,1248.0,88.5,5.0,11.11,7.65,False,False,True,False,False,False
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Jaipur,2009,116000,15.8,2148.0,170.0,5.0,49.49,8.5,False,False,True,False,True,False
Ford Figo Diesel ZXI,Kolkata,2013,22000,20.0,1399.0,68.0,5.0,7.65,2.25,False,False,True,False,False,False
Toyota Corolla Altis VL,Delhi,2010,60000,14.53,1798.0,138.1,5.0,21.085,4.65,False,True,False,False,True,False
Maruti SX4 S Cross DDiS 320 Zeta,Mumbai,2016,38000,22.7,1598.0,118.0,5.0,7.88,7.85,False,False,True,False,False,False
Ford Figo Petrol ZXI,Coimbatore,2011,51928,15.6,1196.0,70.0,5.0,7.65,3.46,False,True,True,False,False,False
Honda Jazz Exclusive CVT,Mumbai,2018,3000,19.0,1199.0,88.7,5.0,10.81,8.25,False,True,False,False,False,False
Maruti Zen LXi - BS III,Pune,2006,67196,17.3,993.0,60.0,5.0,7.88,1.25,False,True,True,False,False,False
Toyota Fortuner 3.0 Diesel,Bangalore,2012,100000,11.5,2982.0,171.0,7.0,37.17,16.0,False,False,True,False,False,True
Maruti Ciaz ZDi Plus,Jaipur,2015,65218,26.21,1248.0,88.5,5.0,11.11,7.4,False,False,True,False,False,False
Renault KWID RXT,Kochi,2016,53886,25.17,799.0,53.3,5.0,4.78,3.07,False,True,True,False,False,False
Hyundai i10 Magna AT,Coimbatore,2011,50058,19.2,1197.0,80.0,5.0,10.25,3.84,False,True,False,False,False,False
Maruti Celerio ZXI AT Optional,Pune,2016,64000,23.1,998.0,67.04,5.0,5.87,4.2,False,True,False,False,False,False
Hyundai Creta 1.4 E Plus Diesel,Kochi,2018,41641,21.38,1396.0,88.7,5.0,16.06,10.82,False,False,True,False,False,False
Honda Jazz 1.5 SV i DTEC,Hyderabad,2016,44345,27.3,1498.0,98.6,5.0,9.6,6.1,False,False,True,False,False,False
Honda City 1.5 S MT,Kolkata,2011,45501,17.0,1497.0,118.0,5.0,13.58,3.1,False,True,True,False,False,False
Mitsubishi Lancer 1.5 SFXi,Chennai,2001,104000,13.7,1468.0,85.8,5.0,33.21,1.0,False,True,True,False,False,True
Nissan Sunny XE P,Coimbatore,2012,50297,16.95,1498.0,97.6,5.0,8.55,4.69,False,True,True,False,False,False
Honda Accord 2.4 AT,Mumbai,2011,87000,11.7,2354.0,177.6,5.0,13.58,5.4,False,True,False,False,False,False
Mahindra XUV500 W8 2WD,Mumbai,2016,120000,15.1,2179.0,140.0,7.0,18.865,12.0,False,False,True,False,False,False
Hyundai i20 1.2 Magna Executive,Mumbai,2018,17000,18.6,1197.0,81.83,5.0,10.25,6.5,False,True,True,False,False,False
Nissan Micra Diesel XL,Chennai,2014,100000,23.08,1461.0,63.1,5.0,9.47,3.0,False,False,True,False,False,False
Maruti Ciaz AT ZXi,Kochi,2015,50979,19.12,1373.0,91.1,5.0,11.11,6.9,False,True,False,False,False,False
Volkswagen Vento Diesel Trendline,Chennai,2011,41000,20.54,1598.0,103.6,5.0,13.23,4.0,False,False,True,False,False,False
Hyundai i20 Asta,Chennai,2011,24000,17.0,1197.0,80.0,5.0,10.25,4.25,False,True,True,False,False,False
Toyota Corolla Altis G,Hyderabad,2008,44738,14.53,1798.0,138.1,5.0,21.085,5.1,False,True,True,False,False,False
Honda City i DTEC VX,Kolkata,2014,37298,25.1,1498.0,98.6,5.0,13.58,4.9,False,False,True,False,False,False
Maruti Swift VXI BSIV,Pune,2014,42000,20.4,1197.0,81.8,5.0,7.88,3.6,False,True,True,False,True,False
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Pune,2016,45000,14.21,2143.0,203.0,5.0,86.97,34.0,False,False,False,False,False,False
Toyota Innova 2.5 G (Diesel) 7 Seater,Mumbai,2015,102000,12.99,2494.0,100.6,7.0,24.01,8.25,False,False,True,False,False,False
Maruti Swift Lxi BSIII,Pune,2011,70000,16.1,1298.0,88.2,5.0,7.88,1.3,False,True,True,False,False,False
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,27467,19.27,2143.0,167.62,5.0,49.49,39.05,False,False,False,False,False,False
Hyundai Grand i10 Asta,Kolkata,2015,15305,18.9,1197.0,82.0,5.0,7.45,3.75,False,True,True,False,False,False
Maruti Wagon R LXI BS IV,Mumbai,2010,70000,18.9,998.0,67.1,5.0,5.51,2.1,False,True,True,False,False,False
Ford EcoSport 1.5 TDCi Titanium,Hyderabad,2016,36778,22.77,1498.0,98.59,5.0,11.685,8.8,False,False,True,False,False,False
Volkswagen Polo 1.2 MPI Comfortline,Coimbatore,2015,25845,16.47,1198.0,74.0,5.0,10.15,5.84,False,True,True,False,False,False
Hyundai Verna 1.6 VTVT AT SX,Kochi,2018,33858,17.01,1591.0,121.3,5.0,14.255,9.03,False,True,False,False,False,False
Renault KWID AMT RXL,Ahmedabad,2017,12000,24.04,999.0,67.0,5.0,4.78,3.25,False,True,False,False,True,False
Honda Brio S Option AT,Coimbatore,2013,33709,16.5,1198.0,86.8,5.0,6.62,4.9,False,True,False,False,False,False
Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,32709,18.16,1196.0,86.8,5.0,7.65,6.46,False,True,True,False,False,False
Toyota Fortuner 3.0 Diesel,Bangalore,2014,72000,11.5,2982.0,171.0,7.0,37.17,18.5,False,False,True,False,True,False
Tata Indigo eCS eLX BS IV,Ahmedabad,2013,31000,25.0,1396.0,69.01,5.0,7.63,2.7,False,False,True,False,False,False
Ford Figo 2015-2019 1.5D Ambiente MT,Chennai,2016,70000,25.83,1498.0,99.0,5.0,7.65,4.6,False,False,True,False,False,False
Maruti Swift Dzire VDI,Jaipur,2014,61000,23.4,1248.0,74.0,5.0,7.88,5.35,False,False,True,False,False,False
Nissan Micra Diesel XV Primo,Pune,2011,72000,23.08,1461.0,63.1,5.0,9.47,2.3,False,False,True,False,False,False
Skoda Octavia Style Plus 2.0 TDI AT,Delhi,2016,49000,19.3,1968.0,141.0,5.0,25.83,15.45,False,False,False,False,False,False
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Hyderabad,2014,42939,16.96,1968.0,138.03,5.0,10.15,12.49,False,False,False,False,False,False
Audi Q7 35 TDI Quattro Technology,Coimbatore,2016,32545,12.07,2967.0,241.4,7.0,101.96,48.76,False,False,False,False,False,False
Hyundai i20 1.2 Sportz,Pune,2011,54000,17.0,1197.0,80.0,5.0,10.25,3.2,False,True,True,False,False,False
BMW 3 Series 320d Corporate Edition,Delhi,2012,76000,16.07,1995.0,181.0,4.0,54.43,8.75,False,False,False,False,False,False
Hyundai i20 Active 1.4 SX Dual Tone,Kolkata,2015,27000,21.19,1396.0,88.73,5.0,10.25,5.99,False,False,True,False,False,False
Mahindra Scorpio 2.6 DX,Chennai,2005,120000,12.7,2609.0,116.6,8.0,18.865,2.9,False,False,True,False,True,False
Audi A4 3.2 FSI Tiptronic Quattro,Hyderabad,2012,125000,10.5,3197.0,98.6,0.0,53.14,18.0,False,True,False,False,False,False
Ford Figo Diesel EXI,Kolkata,2011,37000,20.0,1399.0,68.05,5.0,7.65,1.8,False,False,True,False,False,False
Honda Accord 2.4 Inspire M/T,Mumbai,2012,42000,9.8,2354.0,180.0,5.0,13.58,6.25,False,True,True,False,False,False
Hyundai i20 Sportz 1.4 CRDi,Bangalore,2013,60000,21.9,1396.0,88.76,5.0,10.25,5.45,False,False,True,False,False,False
Jaguar XF 2.2 Litre Luxury,Mumbai,2018,3000,16.36,2179.0,187.7,5.0,69.675,52.5,False,False,False,False,False,False
Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2013,44000,17.1,1591.0,121.4,5.0,14.255,5.6,False,True,False,False,False,False
Honda City i VTEC VX Option,Kolkata,2014,37000,17.4,1497.0,117.3,5.0,13.58,6.45,False,True,True,False,False,False
Hyundai i20 Asta Optional with Sunroof 1.2,Mumbai,2012,50000,18.5,1197.0,82.85,5.0,10.25,3.7,False,True,True,False,False,False
Honda Brio S MT,Chennai,2013,58581,19.4,1198.0,86.8,5.0,6.62,3.49,False,True,True,False,False,False
Hyundai i20 Sportz 1.4 CRDi,Kolkata,2013,25500,21.9,1396.0,88.76,5.0,10.25,3.55,False,False,True,False,False,False
Maruti Grand Vitara 2.4 MT,Mumbai,2017,25000,10.4,2393.0,163.5,5.0,7.88,9.0,False,True,True,False,False,False
Maruti A-Star Vxi,Hyderabad,2011,53766,19.0,998.0,66.1,5.0,7.88,2.7,False,True,True,False,False,False
Fiat Punto 1.3 Emotion,Pune,2011,45271,20.3,1622.1462422882782,98.6,4.0,8.6,2.6,False,False,True,False,False,False
Maruti Alto LXi,Chennai,2006,68000,19.7,796.0,46.3,5.0,4.36,1.5,False,True,True,False,False,False
Mahindra XUV500 W10 2WD,Jaipur,2017,40000,16.0,2179.0,140.0,7.0,18.865,15.9,False,False,True,False,False,False
Maruti Swift RS VDI,Hyderabad,2013,73212,22.9,1248.0,74.0,5.0,7.88,5.2,False,False,True,False,False,False
BMW X1 sDrive20d,Mumbai,2014,69000,17.05,1995.0,184.0,5.0,48.18,16.25,False,False,False,False,False,False
Volkswagen Passat 2.0 PD DSG,Mumbai,2007,61932,14.3,1968.0,140.0,5.0,10.15,3.31,False,False,False,False,True,False
BMW X3 xDrive20d,Bangalore,2012,52000,16.09,1995.0,184.0,5.0,69.59,24.0,False,False,False,False,False,False
Maruti Ritz VXi,Kolkata,2011,150000,18.5,1197.0,85.8,5.0,7.88,2.5,False,True,True,False,False,False
Hyundai i20 Sportz 1.4 CRDi,Jaipur,2013,70933,21.9,1396.0,88.76,5.0,10.25,3.9,False,False,True,False,True,False
Maruti Swift VDI BSIV,Kolkata,2013,115195,25.2,1248.0,74.0,5.0,7.88,3.85,False,False,True,False,False,False
Mercedes-Benz New C-Class 200 Kompressor,Delhi,2011,62148,11.7,1796.0,178.0,5.0,49.49,8.8,False,True,True,False,False,False
Toyota Corolla Altis 1.8 GL,Chennai,2009,32000,14.28,1798.0,138.03,5.0,22.66,4.95,False,True,True,False,True,False
Hyundai Verna 1.6 SX CRDi (O),Kolkata,2014,58000,22.32,1582.0,126.32,5.0,14.255,5.75,False,False,True,False,False,False
Renault Duster 110PS Diesel RxZ,Kochi,2014,68598,19.01,1461.0,108.45,5.0,15.05,6.17,False,False,True,False,False,False
Maruti Swift Ldi BSIII,Chennai,2010,84072,17.8,1248.0,75.0,5.0,7.88,3.45,False,False,True,False,False,False
Maruti Alto K10 VXI,Jaipur,2016,51264,24.07,998.0,67.1,5.0,4.24,3.2,False,True,True,False,False,False
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2017,21363,13.0,1591.0,121.3,5.0,16.06,13.49,False,True,False,False,False,False
Mercedes-Benz CLA 200 CGI Sport,Delhi,2016,40000,15.04,1991.0,183.0,5.0,41.02,24.5,False,True,False,False,False,False
Honda CR-V 2.4 4WD AT,Kolkata,2015,35000,10.1,2354.0,152.0,5.0,33.51,14.7,False,True,False,False,False,False
Ford Ecosport 1.5 DV5 MT Trend,Hyderabad,2014,55000,22.7,1498.0,89.84,5.0,11.685,6.0,False,False,True,False,False,False
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,2016,43252,13.0,2143.0,204.0,5.0,86.97,34.18,False,False,False,False,False,False
Hyundai Grand i10 CRDi Magna,Delhi,2014,42000,24.0,1120.0,70.0,5.0,7.45,3.5,False,False,True,False,False,False
Ford Fiesta 1.4 Duratec ZXI,Hyderabad,2006,69000,16.6,1388.0,68.0,5.0,11.685,2.15,False,True,True,False,False,False
Hyundai Creta 1.6 SX Automatic Diesel,Kolkata,2018,14000,17.6,1582.0,126.2,5.0,17.0,11.25,False,False,False,False,False,False
Maruti A-Star Lxi,Delhi,2010,70000,19.0,998.0,66.1,5.0,7.88,2.0,False,True,True,False,False,False
Maruti Ritz LDi,Kochi,2015,35314,23.2,1248.0,73.94,5.0,7.88,4.27,False,False,True,False,False,False
Honda City i VTEC SV,Kochi,2017,38691,17.8,1497.0,117.3,5.0,13.58,7.68,False,True,True,False,False,False
Toyota Innova 2.5 GX (Diesel) 7 Seater,Coimbatore,2017,72717,12.99,2494.0,100.6,7.0,24.01,14.52,False,False,True,False,False,False
Mercedes-Benz R-Class R350 4Matic Long,Mumbai,2011,82000,11.8,3498.0,272.0,7.0,49.49,16.85,False,True,False,False,True,False
Skoda Rapid 1.5 TDI Elegance,Mumbai,2015,44000,21.14,1498.0,103.52,5.0,14.22,5.75,False,False,True,False,False,False
